title,alt_title,type,description,genre,author,artist,rate,image,released
Usotoki Rhetoric,嘘解きレトリック,Manga,"Cerita dimulai pada tahun pertama era showa dimana Urabe Knaoko seorang gadis yang meninggalkan desanya karena orangorang di dalamnya terlalu takut dengan kemampuannya untuk menguraikan apakah seseorang itu berbohong Mereka begitu takut sehingga mereka mengucilkannya sampaisampai dia tidak punya pilihan kecuali pergi ke tempat di mana tidak ada yang tahu tentang dia Dia tiba di kota tsukumoya dan dengan sebuah pertemuan tak disengaja dengan seorang detektif yang kemudian dia menjadi asistennya mereka berdua bekerja sama untuk melawan ketidakadilan Bagaimana perjalanan hidup Kanoko di dunia penuh kebohongan itu dan apakah kemampuannya menjadi kutukan atau anugerah

 Post Views 8","Historical, Mystery, Romance, Shoujo",Miyako Ritsu (Story & Art),-,7.78,https://komikcast.cz/wp-content/uploads/2018/09/22748dafaefaer3rads-e1567186571420.jpg?w=225&q=50,"Jun 26, 2012"
Born To Be Rich,,Manhua,"Karakter utama dilecehkan dan dibunuh oleh saudara angkatnya setelah orang yang dicintainya bunuh diri keluarga dan semua yang mereka miliki hancur tetapi setelah sekarat ia ingin dikirim kembali pada waktunya dan kali ini dia punya cara untuk menggunakan semua uang yang ia miliki untuk membantu mengubah semuanya

 Post Views 6","Action, Fantasy, Game, Magic, Martial Arts, Sci-Fi",Wild boar Knight,-,7.9,https://komikcast.cz/wp-content/uploads/2019/12/Born-To-Be-Rich-compressed.jpg?w=225&q=50,2019
I Will Become an Immortal,"A Record of a Mortal's Journey to Immortality, Mortal Cultivator, 凡人修仙??",Manhua,"Bocah desa Han Li terlahir miskin Untuk mensubsidi pengeluaran rumah tangga ia bergabung dengan Sekte Qixuanmen Karena akar spiritualnya ia diterima sebagai murid oleh Dokter Mo yang misterius dan mulai berlatih seni Changchun Gong di bawah bimbingannya Meskipun kualifikasinya biasabiasa saja Han Li memulai jalan berbahaya immortal cultivation dengan kemauannya yang keras dan botol misterius yang diambil secara tidak sengaja

 Post Views 5","Action, Adventure, Fantasy, Romance, Shounen",Wang Yu,-,7.4,https://komikcast.cz/wp-content/uploads/2020/06/dasd231215sd-e1591768302360.jpg?w=225&q=50,2020
Yuragisou no Yuuna-san,Yuuna of Yuragi Manor,Manga,"Fuyuzora Kogarashi mempunyai kekuatan spirit dan sering diganggu oleh hantu sejak ia kecil Sehingga menyebabkan banyak masalah dikehidupannya tapi sekarang dia sudah mempelajari cara melawan hantu jahat Sayangnya sekarang ia sangat miskin tidak memiliki rumah dan berharap untuk kehidupan SMA yang bahagia dan lebih normal Saat perjalanan mencari rumah ia diberitahu bahwa ada rumah kos yang sangat murah yaitu Yuragisou tempat pemandian air panas yang sangat populer Tanpa pikir panjang pun ia tinggal disana dan ternyata dikamarnya tinggal hantu gadis berumur 16 tahun bernama Yuna
 
 

 Post Views 12","Comedy, Ecchi, Harem, Romance, Shounen, Supernatural","Miura, Tadahiro (Story & Art)",-,7.54,https://komikcast.cz/wp-content/uploads/2020/06/18258v24-e1609671729800.jpg?w=225&q=50,"Feb 8, 2016"
This Girl is a Little Wild,"Kalgwa Deuleseu, Sword and Dress, The Sword and the Dress, Wild Girl,",Manhwa,"Setelah dia dikalahkan Raja Iblis menggunakan kekuatan terakhirnya untuk menjebak Kapten Ksatria Suci Sir Roel ke tubuh seorang gadis yang lemah Namun Kapten adalah seorang gadis untuk memulai jadi bosan dengan kehidupan sebelumnya dan tidak dapat kembali ke tubuhnya yang dulu dia memutuskan untuk menjalani kehidupan mewah sebagai gantinya dalam tubuh putri bangsawan yang dia terjebak Sila Epheria Namun keluarga barunya keluar untuk kehidupannya Sila jadi dia mencoba pergi ke gereja untuk membuktikan identitasnya sebagai Sir Roel Untuk melakukannya dia akhirnya bertunangan dengan Kapten dari Satuan Tugas Khusus Kaisar Julius Rizar Akankah dia bisa membuktikan identitasnya dan masih menjalani kehidupan biasa Apa yang akan terjadi pada hubungannya dengan tunangannya Dan adakah yang lebih dari kehidupan baru yang diterimanya

 Post Views 8","Action, Comedy, Fantasy, Romance, Shoujo",303 Planet,-,7.9,https://komikcast.cz/wp-content/uploads/2019/09/i2946wiesld26.jpg?w=225&q=50,2019
The 8th Consciousness,"Dì bā shì, 第八识",Manhwa,"Kesadaran manusia dapat dipisahkan dari tubuh Menjelang publikasi makalah revolusioner Dr Ling ditangkap oleh The Company dan menghilang tanpa jejak Ling Hong mulai mencari keberadaan ibu angkatnya diamdiam mulai menghadapi The Company dan menjelajahi rahasia utama kesadaran

 Post Views 6","Action, Drama, Mystery, Sci-Fi, Shounen, Supernatural",Shou Si,-,7.5,https://komikcast.cz/wp-content/uploads/2020/03/the-eighth-consciousness-25497.jpg?w=225&q=50,2020
Deserve It,,Manhua,"Pada tahun 2020 sebuah virus berjudul Korupsi Data telah mendarat di bumi Pada saat itu virus itu langsung menyebar kepada semua orang Setelah beberapa kali Wei Chen dewa pertempuran masih gagal untuk mengatasi virus itu tetapi ia dilahirkan kembalisebelum virus data itu sampai ke bumi dan dia memperoleh sistem kematian Selama kamu mempunyai sistem kematian kamu bisa dilahirkan kembali selama kamu terlahir kembali kamu bisa menjadi lebih kuat dan melihat bagaimana Wei Chen membalikkan kehidupan dan kembali memulihkan bumi ini kembali

 Post Views 7","Action, Adventure, Ecchi",Meng Xiaohua,-,7.0,https://komikcast.cz/wp-content/uploads/2020/01/frerevsdad2we.jpg?w=225&q=50,2019
I’m a Villain in Harem Comics,我在后宫漫画当反派,Manhua,"Seorang pemuda biasa yang jujur Qi Zisui setelah meminjam buku komik dari seorang teman terkirim ke dunia komik itu dan benarbenar menjadi penjahat yang mengancam wanita itu Menghadapi fotofoto yang penuh dengan foto di ponsel dan wanita simpanan yang datang dengan keluhan bagaimana Qi Zisui membuat pilihan

 Post Views 9","Action, Comedy, Ecchi, Harem, Isekai, Martial Arts, Romance, School Life, Supernatural",Jiuxia Anime,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/harckaing123.jpg?w=225&q=50,2020
Yesterday wo Utatte,"Sing ""Yesterday"" for Me, Sing Yesterday for Me, Sing Yesterday!, Yesterday wo Utatte, 예스터데이를 노래하며, イエスタデイをうたって",Manga,"Setelah lulus kuliah Rikuo Uozumi pemuda tanpa ambisi dalam hidupnya bekerja di toko kelontong Hariharinya begitu hampa sampai akhirnya dia bertemu dengan mantan pacar sekaligus teman kuliahnya Selain karena pertemuannya hidupnya juga berubah setelah dia bertemu gadis aneh bernama Haru Nonoka dan gagak peliharaannya 

 Post Views 4","Drama, Romance, Seinen, Slice of Life",TOUME Kei,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/casdasd21312esd.jpg?w=225&q=50,1997
The Rebirt Taikoo Devil,,Manhua,"Sinopsis Menceritakan tentang seorang pemuda berambut putih dengan naga berwarnawarni dan sarkofagus tua di pundaknya memandang ke atas ke kaisar tertinggi surga dan imam Tao abadi Mengatakan dengan enteng kamu percaya padaku semuanya aku berkata bahwa aku telah dimakamkan di langit di sarkofagus ini

 Post Views 5","Adventure, Fantasy, Martial Arts",Ali Literature,-,7.9,https://komikcast.cz/wp-content/uploads/2019/11/The-Rebirt-Taikoo-Devil.jpg?w=225&q=50,2019
Yakushoku Distopiary,役職ディストピアリ,Manga,"Dalam sebuah dunia fantasi dengan sedikit elemen RPG raja iblis telah dihidupkan kembali dan hal ini bergantung pada kelas Penakhluk untuk menemukan mereka dan membunuhnya sebelum terlambat Ikuti Truza seorang penakhluk muda dalam perjalanannya untuk membunuh raja iblis bersama dengan rekan setimnya yang ia buat sepanjang perjalanan Namun ada sebuah rahasia gelap yang rekan setimnya tidak harus tahu tentang kelas Penakhluk

 Post Views 9","Action, Fantasy, Mature, Psychological, Seinen, Supernatural","Yaminabe, Tellmin (Art), Senga, Fumitaka (Story)",-,7.9,https://komikcast.cz/wp-content/uploads/2020/06/151194l-e1593040395235.jpg?w=225&q=50,2020
Past Life Regressor,전생자,Manhwa,"Ini adalah cerita tentang hari kedatangan Hari tersebut merupakan hari dimana monster dari dunia novel fiksi dan legenda kuno mengalir melewati retakan dimensi Na Seon Hoo sebagai prajurit cadangan di dunia yang sedang darurat ini melihat semuanya dengan jelas Ketika sekarat ia menemukan pesan dari sistem yang menawarinya untuk mengulangi waktu Ketika ia memilih tanggal kelahirannya ia menemukan dirinya bangun kembali dalam tubuh masih bayi dan memiliki kesadaran dan bakat yang sempurna Untuk menyelamatkan semua orang ia perlu menyiapkan semua hal yang akan dibutuhkan Akankah Na Seon Hoo akan berhasil menyiapkan segalanya sebelum hari kedatangan tiba

 Post Views 12","Action, Supernatural",나민채,-,8.0,https://komikcast.cz/wp-content/uploads/2019/12/pastliferegregtor-e1577709242550.jpg?w=225&q=50,2019
Heritage Doctor,Heritage Doctor,Manhua,"Dia hanya pekerja perawatan biasa di Rumah Sakit Jiangzhou dia suka mengintip perawat cantik dan menghabiskan waktunya dalam peran malas dan acuh tak acuh
Mari kita saksikan orangorang muda menginjak musuh merangkul wanita cantik dan menikmati kota yang ramai
Karyakarya lain di studio Aku bukan Chen Yuanyuan

 Post Views 10","Fantasy, Martial Arts, Medical",Serializing Time Fish,-,7.0,https://komikcast.cz/wp-content/uploads/2020/03/gasgqwtwefdafd32-e1584459658749.jpg?w=225&q=50,2020
Nanda Kore,"What Is This?, なんだこれ",Manga,"Seorang anak lakilaki menerima panggilan video dari pacarnya dan dia tidak percaya apa yang dia lihat

 Post Views 6","Comedy, Drama, Romance",SADAKIYO Kazuhiko,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/nadnakore-e1592955840432.jpg?w=225&q=50,2020
Boku no Hero Academia Team Up Mission,,Manga,"Spinoff dari serial My Hero Academia Boku no Hero Academia berfokus pada cerita Deku dan temantemannya bertarung bersama pahlawan profesional

 Post Views 7","Action, School Life, Shounen",Yoco Akiyama,-,7.3,https://komikcast.cz/wp-content/uploads/2019/08/Boku-no-Hero-Academia-Team-Up-Mission.png?w=225&q=50,2019
Qin Xia,秦侠漫画简介,Manhua,"Era peperangan sudah berakhir Dengan peran seorang kaisar sejati China kedamaian akhirnya tiba Tapi seiring berjalannya waktu Kaisar mulai menyadari kematiannya sendiri Dalam tindakan putus asa untuk keabadian kaisar mengundang sekte gelap ke istananya MC kita mengorbankan dirinya untuk keinginan kaisar agar menyelamatkan keluarganya dari nasib yang lebih buruk daripada kematian Apa yang akan terjadi selanjutnya kita akan segera mengetahuinya

 Post Views 6","Action, Adventure, Fantasy, Historical, Martial Arts",Neko (Story),-,7.0,https://komikcast.cz/wp-content/uploads/2018/11/20076-qin_xia.jpg?w=225&q=50,2017
War Machine,,Manhua,"Bruce adalah komando elit SARS Dalam pertempuran dengan teroris dia terluka parah dan seluruh resimen dihancurkan Ketika dia bangun lagi dia mendapati dirinya berbaring di laboratorium rahasia musuh Ternyata dia dan beberapa mantan kawannya sebagai produk eksperimen pertama diubah menjadi mesin perang teroris Di semua mesin Bruce menemukan bahwa hanya dia yang masih mempertahankan kesadaran aslinya  tetapi tubuhnya tidak di bawah kendalinya dan dia dikirim ke garis depan lagi dan lagi untuk membunuh mantan rekanrekannya bahkan untuk mencintai dirinya sendiri Tugas keluarga  Setelah menyaksikan putri kesayangannya jatuh di bawah senjatanya Bruce bertekad untuk menyingkirkan pengaturan program mesin membangunkan semua mesin perang eksperimental dan memberi para teroris serangan balik yang hebat

 Post Views 7","Action, Sci-Fi, Tragedy",Yan Qiang,-,7.0,https://komikcast.cz/wp-content/uploads/2020/05/waramechine.jpg?w=225&q=50,2020
"Senpai no Koe ga Chiisa Sugirunode Hochouki o Tsukete Mitara, Itsunomanika Ore ni Shinuhodo Derete Ita Hanashi","My Senpai's Voice Is Too Soft so I Tried Wearing a Hearing Aid, It Unexpectedly Made Me Go to Heaven, 先輩の声が小さすぎるので補聴器をつけてみたら、いつの間にか俺に死ぬほどデレていた話, 前辈的声音太小只能戴上助听器，无意间听到能让我升天的内容",Manga,"Senpai klub sastra selalu berbicara terlalu pelan jadi kouhai itu mencoba menggunakan alat bantu dengar

 Post Views 6","Comedy, Romance, School Life",7.00,-,0.0,https://komikcast.cz/wp-content/uploads/2020/06/dsa232165463-e1592716310520.jpg?w=225&q=50,2020
Strongest Transport System,,Manhua,"Zhu Tianshenzun menderita bahaya tersembunyi dan dia bahkan kembali dengan sistem transportasi udara yang misterius Serap Qi kendalikan semuanya hanya akulah satusatunya Bagaimana permainan Qin di pesawat baru ini dengan bantuan sistem untuk mencapai benda langit Ketika saya naik ke surga lagi saya akan mengambil kembali semua yang pantas saya dapatkan

 Post Views 8",Action,,-,7.0,https://komikcast.cz/wp-content/uploads/2020/05/dsa213dfdsg-e1588912857447.jpg?w=225&q=50,2020
Iwakutsuki Bukken no Yakuro-san,"Iwakutsuki Bukken, 曰く付き物件の夜黒さん",Manga,"Reikan Yuuki yang berusia 19 tahun pindah ke apartemen yang seharusnya dihantui oleh hantu wanita Dan tentu saja kata hantu muncul di malam hari untuk menyingkirkannya tetapi alihalih melarikan diri dalam ketakutan dia dengan gembira memperkenalkan dirinya kepada hantu yang kebingungan Lagipula satusatunya alasan dia pindah adalah untuk menemui orangnya yang ditakdirkan hantu
Sebuah komedi cinta antara seorang mahasiswa dengan preferensi yang tidak biasa dan hantu pemalu dimulai

 Post Views 8","Comedy, Josei, Mystery, Romance, Slice of Life, Supernatural",Aneco,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/dsadwqedj213sad-e1591661855492.jpg?w=225&q=50,2020
Sekai no Owari ni Shiba Inu to,"Roaming the Apocalypse with my Shiba Inu, 世界の終わりに柴犬と",Manga,"Ikuti perjalanan lembut seorang siswi SMA dan seorang Shiba Inu yang berbicara melintasi dunia pascaapokaliptik

 Post Views 4","Adventure, Comedy, Sci-Fi, Seinen, Slice of Life",Ishihara Yuu,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/Sekai-no-Owari-ni-Shiba-Inu-to-720x1024-1-e1592597426109.jpg?w=225&q=50,2020
Black Clover Gaiden: Quartet Knights,ブラッククローバー外伝　カルテットナイツ,Manga,"Cerita berdasarkan ksatria kuartet ps4 dan pc game hitam oleh Yumiya Tashiro dari Night King dan Dragons Dogma Revives fame
Yami Sukehiro kapten ordo kesatria Asta Black Bulls tibatiba tumbuh lebih muda sama seperti penyihir misterius meluncurkan serangan ke Kerajaan Semanggi Bergabunglah dengan Asta dan temantemannya saat mereka memulai petualangan baru cobaan dan kesengsaraan

 Post Views 10","Action, Adventure, Comedy, Drama, Fantasy, Shounen",TABATA Yuuki,-,7.9,https://komikcast.cz/wp-content/uploads/2019/10/i293BlackCloverGaiden069.jpg?w=225&q=50,2019
Wang pai Yu shi,王牌御史,Manhua,"Dalam dunia di mana yin dan yang telah kehilangan keseimbangan dan hari bergabung dengan malam manusia dan monster belajar untuk hidup berdampingan censorates pekerja keras kami melakukan yang terbaik untuk melawan liar monster dalam cerita menyenangkan ini
 

 Post Views 6","Comedy, Fantasy, School, Shounen, Supernatural",?,-,7.0,https://komikcast.cz/wp-content/uploads/2017/04/wang-pai-yu-shi.jpg?w=225&q=50,"Jun 27, 2014"
Hitoribocchi no OO Seikatsu (Webcomic),"Hitori Bocchi's ○○ Life, Hitoribocchi no Marumaru Seikatsu, ひとりぼっちの○○生活, 一个人的○○小日子, 孤独地躲在墙角画圈圈",Manga,"Bocchi yang baru saja kehilangan teman satusatunya yang dia miliki sekarang harus berjuang untuk mendapatkan teman sebanyak mungkin Karena dia sangat pemalu tentu saja hal ini menyulitkan dia dalam mencari teman jangankan berteman berbicara dengan orang lain saja dia malu Kalau mau tau cerita lengkapnya langsung aja baca dibawah

 Post Views 5","Comedy, School Life, Shounen, Slice of Life",Katsuwo,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/1592559594-i289639.jpg?w=225&q=50,2020
King of The Soldiers,,Manhua,Post Views 8,"Action, Comedy, Harem, Martial Arts",Man lai wu,-,7.0,https://komikcast.cz/wp-content/uploads/2020/02/soldierking.jpg?w=225&q=50,2019
Damena Onee-san demo sukida yo ne?,Are you don't like bad big sister?,Manga,"Bercerita tentang anak cowok yang masa bodo dan Oneesan yang suka menggodanya

 Post Views 6","Comedy, Ecchi, Romance",NISHIZAWA 5miri,-,7.9,https://komikcast.cz/wp-content/uploads/2020/06/dsa321dfdfgf-e1591268463384.jpeg?w=225&q=50,2020
A Will Eternal,A Thought Through Eternity,Manhua,"Seseorang akan menciptakan lautan Seseorang akan memanggil ladang mulberry
Seseorang akan membantai iblis yang tak terhitung jumlahnya Seseorang akan memusnahkan abadi tak terhitung banyaknya
Hanya kehendak saya  yang abadi
A Will Eternal menceritakan kisah Bai Xiaochun seorang pemuda yang menawan tetapi menjengkelkan yang terutama didorong oleh rasa takut akan kematian dan keinginan untuk hidup selamanya tetapi yang sangat menghargai persahabatan dan keluarga

 Post Views 10","Action, Adventure, Comedy, Drama",Er Gen,-,7.9,https://komikcast.cz/wp-content/uploads/2020/06/dsadswillenterna-e1592483278368.jpg?w=225&q=50,2020
A Story About a Blonde Virgin Girl Who Acquires Sexual Knowledge,隣の金髪処女ちゃんがだんだんと性知識を身につけてく話,Manga,"Teman sekelas saya adalah perawan yang tidak tahu apaapa tanpa pengetahuan seksual

 Post Views 5","Comedy, Romance, Shounen, Slice of Life",Gusta,-,7.9,https://komikcast.cz/wp-content/uploads/2020/06/49120.jpg?w=225&q=50,2020
A Story About A Senpai Who Can’t Get Better Test Scores and A Kouhai Who Actually Can,"Tesuto no Tensuu ga Nobinai Senpai to Mi wa Dekiru Kōhai no Hanashi, テストの点数が伸びない先輩と実はできる後輩の話",Manga,Post Views 6,"Romance, School Life, Shounen, Slice of Life",SATO Ame,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/1592449023-i317926.jpg?w=225&q=50,2020
I Shall Seal the Heavens,Wo Yu Feng Tian,Manhua,"Seorang pelajar gagal bernama Meng Hao yang dipaksa ikut bergabung dengan Sekte Pembudidaya Abadi Mereka yang kuat memangsa yang lemah karena berlakunya hukum rimba di alam Pelestarian ini Meng Hao harus mampu beradaptasi demi keberlangsungan hidupnya Meski demikian ia terus berpegang teguh pada ajaran Khonghucu dan Taoisme yang ia pelajari sejak kecil Ajaran yang diyakininya berpadu dengan sifatnya yang teguh pendirian membuatnya memutuskan untuk menapaki jalan seorang pahlawan sejati Apakah arti dari Mengunci Langit Seal the Heavens Inilah misteri yang bersama Meng Hao harus kalian sibak





 

 Post Views 14","Action, Adventure, Comedy, Drama, Fantasy, Martial Arts, Supernatural",Er Gen,-,7.0,https://komikcast.cz/wp-content/uploads/2019/07/I23412Shwqewq.jpg?w=225&q=50,2017
Tate no Yuusha no Nariagari Anthology – Raphtalia to issho,盾の勇者の成り上がりアンソロジー ラフタリアといっしょ,Manga,"Kumpulan cerita dari berbagai mangaka berpusat di sekitar serial hit The Rising of the Shield Hero Manga ini dipenuhi dengan pesona Raphtalia sebagai heroin utama

 Post Views 6","Action, Adventure, Isekai, Romance",Yusagi Aneko,-,7.0,https://komikcast.cz/wp-content/uploads/2020/05/rahatptalia-e1590616318197.jpg?w=225&q=50,2020
Watashi ♂ to Ojou-sama,"Watashi ♂ to Ojou-sama, わたし♂とお嬢様",Manga,"Sebuah kisah dari siswa SMA teladan yang jadi maid trap x gadis bodoh yang alami bodohnya tapi rada gak suka sama cowok Apa Dia jadi maid trap itu rahasia

 Post Views 6","Comedy, Romance, Shoujo",NATSU Samako,-,7.9,https://komikcast.cz/wp-content/uploads/2020/06/42343131.jpg?w=225&q=50,2020
Futago Futagokoro,ふたご、ふたごころ。,Manga,"Ini adalah komedi romantis dari seorang anak lakilaki nonriajuu dan dua saudara perempuan dengan sifat yang berlawanan
Haruta pacaran dengan gadis cantik dan pemalu Mafuyu Sementara dia depresi karena tidak bisa berpengangan tangan dia bisa menikmati masa muda dengan pacarnya untuk pertama kalinya dalam hidupnya Namun setelah bertemu dengan saudara kembar iblis Mafuyu yang sangat berlawanan dengannya harihari bahagia itu akan segera berakhir

 Post Views 12","Drama, Romance, School Life, Seinen",Mokoyama Jin (Story & Art),-,7.99,https://komikcast.cz/wp-content/uploads/2019/05/31184gjasdklgjals2r2-e1568744030793.jpg?w=225&q=50,2018
"Class-goto Shuudan Teni Shimashita ga, ichiban Tsuyoi Ore wa Saijaku no Shounin ni Gisouchuu",クラスごと集団転移しましたが、一番強い俺は最弱の商人に偽装中です,Manga,"Ketika di Dunia nyata noob tapi di Isekai Lv 999

 Post Views 11","Action, Comedy, Ecchi, Fantasy, Harem, Isekai",かわち乃梵天丸,-,7.9,https://komikcast.cz/wp-content/uploads/2020/02/43318ghjhjgjgj-e1580853211389.jpeg?w=225&q=50,2018
My Cute Deskmate,"My Cute Deskmate, 在意邻桌的她, 隣の席の子が気になる漫画",Manga,"Lakilaki dan perempuan adalah teman satu meja yang saling menyukai

 Post Views 8","Comedy, Romance, School Life, Shounen",Mi_398,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/myadexsd.jpg?w=225&q=50,2020
The Promised Neverland,約束のネバーランド,Manga,"Emma dan temantemannya hidup bahagia di panti tempat mereka tumbuh Dengan aturan yang ketat dan pengasuh yang baik tapi mengapa anakanak dilarang untuk meninggalkan tempat itu 

 Post Views 8","Drama, Mystery, Sci-Fi, Shounen, Supernatural","emizu, Posuka (Art), Shirai, Kaiu (Story)",-,8.3,https://komikcast.cz/wp-content/uploads/2017/03/186922l.jpg?w=225&q=50,"Aug 1, 2016"
"Forced Marriage, True Love",全世界都不如??,Manhua,"Mereka memaksa saya menikah untuk menggantikan saudara perempuan saya di pernikahan saya sendirian Saya lari dan masuk ke mobil sopirnya adalah pacar Tanpa sadar dia mengakui bahwa pacarnya sudah tua dan jelek Dia berkata Aku ingin pulang sejak itu hanya ada kesalahpahaman 

 Post Views 5","Comedy, Drama, Romance, Shoujo",Tu Shan Jun Studios,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/1312efsdg532.png?w=225&q=50,2020
Destiny of Dragon Gods,天命龙神,Manhua,"Bagaimana takdir seorang lelaki hingga dia bisa menjadi guru Seorang pria muda yang sebenarnya adalah seorang pengemis Apakah seorang pria ditakdirkan untuk menjadi orang hebat Dewa Naga Daratan Dewa Naga Asia di daratan takdir yang mengalahkan para dewa

 Post Views 7","Action, Adventure, Martial Arts",Jí xīng jí yún,-,7.0,https://komikcast.cz/wp-content/uploads/2020/04/destiny.jpg?w=225&q=50,2020
Master of Gu,Master of Gu,Manhua,"Cerita seorang penjahat Fang Yuan yang datang ke dunia lain dan 500 tahun sesudah dia tinggal di dunia barunya Dia menggunakan ChunQiu Cicada untuk kembali ke 500 tahun lalu Dengan kebijaksanaan pengalaman bertarung dan pengalaman hidup 500 tahunnya Dia melawan para musuhnya dengan kemampuan dan keberaniannya Kejam dan tak bermoral dia tidak menahan diri untuk mengejar citacita terbesarnya dalam hidup Di dunia yang kejam dimana seseorang berkultivasi dengan Gu  mahluk magis dunia ini  Fang Yuan harus bangkit di atas segalanya dengan kekuataannya sendiri


 Post Views 28","Action, Fantasy, Martial Arts, Shounen",BingYi,-,8.0,https://komikcast.cz/wp-content/uploads/2019/01/01-e1547964913540.jpg?w=225&q=50,2018
The Evil Sorceress Plans to Survive!,"Evil Sorceress' Survival Strategy, Fanpai Monü Zi Jiu Jihua, 反派魔女自救计划",Manhwa,"Xiao Yao seorang wanita muda dari keluarga kaya yang terhormat di abad ke21 mengira hidupnya telah berakhir ketika dia meninggal dunia karena penyakit mematikan Namun dia membuka matanya dan menemukan dirinya berada di tubuh penjahat manhua Putri Abella
Meskipun tidak memiliki kekuatan atau kemampuan sihir Putri sombong dan ganas menyebabkan banyak orang menderita karena tindakan keji Keserakahannya akan takhta bahkan membawanya untuk membunuh ayahnya sendiri sehingga menghukumnya mati sementara protagonis manhua hidup bahagia selamanya



 Post Views 8","Fantasy, Romance, Shoujo",Yi Ge Da Cheng Zi,-,7.9,https://komikcast.cz/wp-content/uploads/2020/04/The-Evil-Sorceress-Plans-to-Survive-cover.jpg?w=225&q=50,2020
Hamefura x Arte,"はめふら✕アルテ, 乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった...✕アルテ, 貴族令嬢同盟",Manga,"Bakarina x Arte Hamehura x Arte My Next Life as a Villainess All Routes Lead to Doom x Arte Noble Daughter Alliance Otome Game no Hametsu Flag shika nai Akuyaku Reijou ni Tensei shite shimatta x Arte

 Post Views 7","Comedy, Fantasy, Harem, Josei, Romance, Slice of Life",,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/das21312fsad-e1592087353740.jpg?w=225&q=50,2020
Danshi Koukousei ga Mahou Shoujo ni Naru Hanashi (The Story of High School Boys Who Became Magical Girls),"Danshi Koukousei ga Mahou Shoujo ni Naru Hanashi, Mahou Shoujo Danshi Koukousei, 男子高校生が魔法少女になる話, 魔法少女男子高校生",Manga,"Sinopsis The Story of High School Boys Who Became Magical Girls Cowok SMA jadi mahou shoujo

 Post Views 8","Comedy, Ecchi, Gender Bender",Konkichi,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/danshdiada2-e1592044055415.jpg?w=225&q=50,2020
Detective Conan: Police Academy Arc Wild Police Story,(名探偵コナン) 警察学校篇,Manga,"Spinoff of Amuro and Co during theiSpinoff of Amuro and Co during their Police Academy Daysr Police Academy Days

 Post Views 10","Adventure, Comedy, Drama, Mystery, Police, Shounen, Slice of Life",7.00,-,8.0,https://komikcast.cz/wp-content/uploads/2019/10/wildocops2.jpg?w=225&q=50,2019
School Martial Art (Valkyrie),Campus Martial God,Manhua,"Beast tingkat dewa membuka segel yang telah tidur selama ribuan tahun dan badai yang menghancurkan bumi dan bumi semakin dekat dan orangorang yang menggerakkan dunia dengan diamdiam terbangun

 Post Views 8","Action, Fantasy, Martial Arts, School Life",Yuan Man Dongman,-,7.0,https://komikcast.cz/wp-content/uploads/2020/04/dsada3ea-e1587519919815.jpg?w=225&q=50,2020
Infinite Competitive Dungeon Society,,Manhwa,"Bulan kedua menandai awal dari perubahan revolusioner
Dengan munculnya monster dan dungeon di masyarakat modern dan kemampuan pengguna yang melawan mereka dunia menghadapi perubahan paradigma Ini menandai munculnya sumber energi baru dan menurunnya pekerjaan tradisional

 Post Views 7","Action, Adventure, Comedy, Fantasy, Martial Arts",토이카,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/Infinite-Competitive-Dungeon-Society.jpeg?w=225&q=50,2020
Cultivation Successors In The City,,Manhua,"Xia Haoran sejak kecil memiliki kesehatan yang lemah Karena pertemuannya dengan Tianyuanzi saudara dari Dunia Kultivasi di bawah rayuan dari saudaranya dia memulai jalan kultivasi dari potongan kayu hingga duduk bersama wanita cantik kekayaan dan pemenang kehidupan lainnya Namun hadiah yang diberikan oleh takdir ditandai dengan label harga Perubahan Xia berangsurangsur menyebabkan matamata yang mengintip dari berbagai kekuatan Bisakah Xia berhasil mengembang dan bangkit untuk memulai serangan balik

 Post Views 5","Action, Comedy, Martial Arts",Zàn wú,-,7.0,https://komikcast.cz/wp-content/uploads/2020/04/cover-Cultivation-Successors-In-The-City-193x278-1.jpg?w=225&q=50,2020
Doctor in The House,,Manhua,"Keturunan dokter abadi Lu Ning yang dapat mengolah dan menyembuhkan penyakit telah ditunjuk untuk menuruni bukit tetapi sekarang memiliki tunanganPresiden gadis gunung es dan bunga sekolah yang cantik cantik  Di hadapan saudara perempuan bunga hanya ada satu tunangan Ba City serangan balik yang kuat bernyanyi sepanjang jalan

 Post Views 19","Action, Adventure, Medical",Xiaoyu,-,7.0,https://komikcast.cz/wp-content/uploads/2019/12/dkrteterfsdindhouse.jpg?w=225&q=50,2019
